State or Region,Institution Sector,sector_sort,Fall_2003_Active,Fall_2003_IPEDS_Universe,Fall_2004_Active,Fall_2004_IPEDS_Universe,Fall_2005_Active,Fall_2005_IPEDS_Universe,Fall_2006_Active,Fall_2006_IPEDS_Universe,Fall_2007_Active,Fall_2007_IPEDS_Universe,Fall_2008_Active,Fall_2008_IPEDS_Universe,Fall_2009_Active,Fall_2009_IPEDS_Universe,Fall_2010_Active,Fall_2010_IPEDS_Universe,Fall_2011_Active,Fall_2011_IPEDS_Universe,Fall_2012_Active,Fall_2012_IPEDS_Universe,Fall_2013_Active,Fall_2013_IPEDS_Universe,Fall_2014_Active,Fall_2014_IPEDS_Universe,Fall_2015_Active,Fall_2015_IPEDS_Universe,Fall_2016_Active,Fall_2016_IPEDS_Universe,Fall_2017_Active,Fall_2017_IPEDS_Universe,Fall_2018_Active,Fall_2018_IPEDS_Universe,Fall_2019_Active,Fall_2019_IPEDS_Universe,Fall_2020_Active*,Fall_2020_IPEDS_Universe*,(* estimated)
Massachusetts,"All Private, for-profit Institutions",6,0,"2,014","1,092","3,204",778,"2,631",778,"2,773",354,"2,646",753,"3,956",753,"5,269","1,215","6,225","1,225","5,994","1,721","5,227","1,204","4,044","1,108","3,235","1,069","3,066","2,020","2,678","1,892","2,110","1,937","2,070",609,709,609,709,
Massachusetts,"Public, 4-year",7,"96,813","102,782","95,959","102,385","102,696","104,086","105,149","106,607","108,673","110,199","111,749","112,774","115,587","116,678","118,384","119,542","120,699","121,888","121,724","122,884","122,731","123,892","123,472","124,575","124,669","125,748","124,875","125,983","124,675","125,770","123,262","124,447","122,532","123,766","122,532","123,766",
Massachusetts,"Private, not-for-profit, 4-year",8,"192,636","241,276","195,978","244,905","200,894","248,679","206,671","253,126","235,879","258,584","254,778","264,076","262,685","270,268","267,555","275,042","266,423","273,088","271,366","280,160","273,032","279,066","274,133","278,952","277,614","282,770","277,929","283,173","279,104","286,677","282,824","288,476","283,502","287,690","283,502","287,690",
Massachusetts,"Private, for-profit, 4-year",9,0,"1,097",0,"1,149",778,"2,082",778,"2,189",354,"2,029",753,"2,394",753,"3,132","1,215","3,844","1,225","3,834","1,721","3,984","1,204","3,128","1,108","2,504","1,069","2,489","2,020","2,114","1,892","1,892","1,937","1,937",609,609,609,609,
Massachusetts,"Public, 2-year",10,"79,155","86,552","77,667","85,488","84,209","84,209","85,557","85,557","88,501","88,501","93,046","93,046","102,321","102,321","104,951","104,951","105,117","105,117","105,294","105,294","104,363","104,363","101,583","101,583","96,495","96,495","92,482","92,482","87,619","87,619","83,320","83,320","79,027","79,027","79,027","79,027",
Massachusetts,"Private, not-for-profit, 2-year",11,"1,422","2,323",922,"1,805","1,062","2,073",881,"1,836",886,"1,816",900,"1,737",357,"1,204",288,"1,121",311,"1,106",274,959,302,"1,064",283,"1,093","1,179","1,179","1,122","1,122","1,093","1,093","1,212","1,212","1,050","1,050","1,050","1,050",
Massachusetts,"Private, for-profit, 2-year",12,0,917,"1,092","2,055",0,549,0,584,0,617,0,"1,562",0,"2,137",0,"2,381",0,"2,160",0,"1,243",0,916,0,731,0,577,0,564,0,218,0,133,0,100,0,100,
Michigan,Overall,1,"477,111","612,148","516,321","615,410","548,425","621,229","554,328","628,436","568,506","637,879","591,485","647,060","673,457","679,759","682,938","691,701","670,124","680,134","649,877","659,209","630,488","640,177","609,929","616,759","590,675","596,955","576,683","581,632","552,342","556,524","536,084","539,548","519,273","523,981","519,273","523,981",
Michigan,All 4-year Institutions,2,"286,270","399,747","326,224","403,356","343,174","404,853","342,292","405,850","346,801","410,212","357,668","411,595","419,417","424,977","422,988","429,510","419,725","427,171","412,513","420,160","408,956","416,507","410,514","415,518","412,922","418,056","418,789","422,513","401,357","404,396","392,210","394,426","379,255","382,234","379,255","382,234",
Michigan,All 2-year Institutions,3,"190,841","212,401","190,097","212,054","205,251","216,376","212,036","222,586","221,705","227,667","233,817","235,465","254,040","254,782","259,950","262,191","250,399","252,963","237,364","239,049","221,532","223,670","199,415","201,241","177,753","178,899","157,894","159,119","150,985","152,128","143,874","145,122","140,018","141,747","140,018","141,747",
Michigan,All Public Institutions,4,"416,352","501,821","456,367","500,873","488,746","505,586","494,747","511,776","506,743","519,449","526,392","528,040","552,280","553,022","561,684","562,444","553,953","554,741","539,493","540,242","526,986","527,740","513,927","514,712","502,063","502,281","492,668","492,772","478,735","478,735","466,806","466,806","454,948","454,948","454,948","454,948",
Michigan,"All Private, not-for-profit Institutions",5,"60,759","109,862","59,954","113,358","59,679","114,575","59,581","115,862","61,763","117,479","65,093","117,788","121,177","125,045","121,254","125,807","116,171","121,657","110,384","116,240","103,502","109,547","96,002","99,407","88,612","92,335","84,015","86,551","73,607","75,683","69,278","71,434","64,325","67,304","64,325","67,304",
Michigan,"All Private, for-profit Institutions",6,0,465,0,"1,179",0,"1,068",0,798,0,951,0,"1,232",0,"1,692",0,"3,450",0,"3,736",0,"2,727",0,"2,890",0,"2,640",0,"2,339",0,"2,309",0,"2,106",0,"1,308",0,"1,729",0,"1,729",
Michigan,"Public, 4-year",7,"225,511","290,170","266,270","289,699","283,495","290,001","282,711","289,257","285,038","291,782","292,575","292,575","298,240","298,240","301,734","301,734","303,554","303,554","302,129","302,129","305,454","305,454","314,512","314,512","324,310","324,310","335,074","335,074","327,750","327,750","322,932","322,932","314,930","314,930","314,930","314,930",
Michigan,"Private, not-for-profit, 4-year",8,"60,759","109,577","59,954","113,013","59,679","114,271","59,581","115,795","61,763","117,479","65,093","117,788","121,177","125,045","121,254","125,807","116,171","121,596","110,384","116,160","103,502","109,547","96,002","99,407","88,612","92,335","83,715","86,251","73,607","75,683","69,278","71,434","64,325","67,304","64,325","67,304",
Michigan,"Private, for-profit, 4-year",9,0,0,0,644,0,581,0,798,0,951,0,"1,232",0,"1,692",0,"1,969",0,"2,021",0,"1,871",0,"1,506",0,"1,599",0,"1,411",0,"1,188",0,963,0,60,0,0,0,0,
Michigan,"Public, 2-year",10,"190,841","211,651","190,097","211,174","205,251","215,585","212,036","222,519","221,705","227,667","233,817","235,465","254,040","254,782","259,950","260,710","250,399","251,187","237,364","238,113","221,532","222,286","199,415","200,200","177,753","177,971","157,594","157,698","150,985","150,985","143,874","143,874","140,018","140,018","140,018","140,018",
Michigan,"Private, not-for-profit, 2-year",11,0,285,0,345,0,304,0,67,0,0,0,0,0,0,0,0,0,61,0,80,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,0,
Michigan,"Private, for-profit, 2-year",12,0,465,0,535,0,487,0,0,0,0,0,0,0,0,0,"1,481",0,"1,715",0,856,0,"1,384",0,"1,041",0,928,0,"1,121",0,"1,143",0,"1,248",0,"1,729",0,"1,729",
Minnesota,Overall,1,"321,737","338,118","332,499","348,951","346,205","361,029","361,155","375,002","376,005","391,469","392,659","410,174","422,177","441,968","445,435","466,628","439,756","459,136","450,675","461,749","443,248","451,824","437,208","443,761","432,687","438,215","428,934","433,755","420,552","424,200","418,795","420,817","413,377","415,139","413,377","415,139",
Minnesota,All 4-year Institutions,2,"212,594","221,123","222,428","233,003","235,411","245,367","245,175","256,600","256,679","269,701","268,876","283,824","287,952","305,394","307,429","326,026","304,228","321,587","315,579","325,545","312,958","320,612","311,907","317,863","310,023","314,939","309,422","313,493","303,467","306,574","302,520","304,068","298,931","300,469","298,931","300,469",
Minnesota,All 2-year Institutions,3,"109,143","116,995","110,071","115,948","110,794","115,662","115,980","118,402","119,326","121,768","123,783","126,350","134,225","136,574","138,006","140,602","135,528","137,549","135,096","136,204","130,290","131,212","125,301","125,898","122,664","123,276","119,512","120,262","117,085","117,626","116,275","116,749","114,446","114,670","114,446","114,670",
Minnesota,All Public Institutions,4,"237,941","240,714","240,300","241,245","239,920","240,853","243,908","244,106","250,154","250,397","256,405","256,633","270,103","270,336","275,941","276,176","274,192","274,192","271,952","272,290","266,092","266,440","259,398","259,695","255,839","256,187","252,952","253,238","249,204","249,385","245,021","245,164","241,622","241,752","241,622","241,752",
Minnesota,"All Private, not-for-profit Institutions",5,"62,808","67,348","62,811","67,065","66,290","69,169","67,688","70,546","69,330","72,131","69,651","72,459","70,345","73,288","70,917","73,779","69,599","72,399","69,006","71,701","69,086","71,517","69,545","71,086","69,587","70,842","69,324","70,516","69,231","70,455","69,605","70,913","68,627","69,788","68,627","69,788",
Minnesota,"All Private, for-profit Institutions",6,"20,988","30,056","29,388","40,641","39,995","51,007","49,559","60,350","56,521","68,941","66,603","81,082","81,729","98,344","98,577","116,673","95,965","112,545","109,717","117,758","108,070","113,867","108,265","112,980","107,261","111,186","106,658","110,001","102,117","104,360","104,169","104,740","103,128","103,599","103,128","103,599",
Minnesota,"Public, 4-year",7,"128,879","128,879","130,229","130,229","130,529","130,529","129,285","129,285","130,828","130,828","132,622","132,622","135,878","135,878","137,935","137,935","139,037","139,037","137,156","137,156","136,044","136,044","134,340","134,340","133,175","133,175","133,440","133,440","132,119","132,119","128,746","128,746","127,297","127,297","127,297","127,297",
Minnesota,"Private, not-for-profit, 4-year",8,"62,727","65,614","62,811","65,647","64,887","67,705","66,331","69,083","69,330","72,032","69,651","72,353","70,345","73,175","70,917","73,658","69,599","72,311","69,006","71,614","69,086","71,457","69,545","71,017","69,587","70,774","69,324","70,439","69,231","70,365","69,605","70,807","68,506","69,667","68,506","69,667",
Minnesota,"Private, for-profit, 4-year",9,"20,988","26,630","29,388","37,127","39,995","47,133","49,559","58,232","56,521","66,841","66,603","78,849","81,729","96,341","98,577","114,433","95,592","110,239","109,417","116,775","107,828","113,111","108,022","112,506","107,261","110,990","106,658","109,614","102,117","104,090","104,169","104,515","103,128","103,505","103,128","103,505",
Minnesota,"Public, 2-year",10,"109,062","111,835","110,071","111,016","109,391","110,324","114,623","114,821","119,326","119,569","123,783","124,011","134,225","134,458","138,006","138,241","135,155","135,155","134,796","135,134","130,048","130,396","125,058","125,355","122,664","123,012","119,512","119,798","117,085","117,266","116,275","116,418","114,325","114,455","114,325","114,455",
Minnesota,"Private, not-for-profit, 2-year",11,81,"1,734",0,"1,418","1,403","1,464","1,357","1,463",0,99,0,106,0,113,0,121,0,88,0,87,0,60,0,69,0,68,0,77,0,90,0,106,121,121,121,121,
Minnesota,"Private, for-profit, 2-year",12,0,"3,426",0,"3,514",0,"3,874",0,"2,118",0,"2,100",0,"2,233",0,"2,003",0,"2,240",373,"2,306",300,983,242,756,243,474,0,196,0,387,0,270,0,225,0,94,0,94,
Mississippi,Overall,1,"124,469","148,584","127,595","152,115","130,058","150,457","135,413","151,137","146,803","155,232","151,289","159,108","163,138","171,483","167,650","176,598","171,805","177,647","170,769","175,374","170,880","172,214","168,379","169,393","170,030","171,068","170,934","171,881","169,781","170,692","168,020","168,852","165,802","166,344","165,802","166,344",
Mississippi,All 4-year Institutions,2,"71,240","79,718","73,317","82,011","77,618","82,330","77,514","82,229","82,401","83,768","83,949","85,251","87,207","88,617","91,095","92,276","94,403","95,497","96,328","96,488","95,672","95,754","95,395","95,488","97,122","97,252","99,739","99,867","98,192","98,306","95,995","96,134","94,670","94,870","94,670","94,870",
Mississippi,All 2-year Institutions,3,"53,229","68,866","54,278","70,104","52,440","68,127","57,899","68,908","64,402","71,464","67,340","73,857","75,931","82,866","76,555","84,322","77,402","82,150","74,441","78,886","75,208","76,460","72,984","73,905","72,908","73,816","71,195","72,014","71,589","72,386","72,025","72,718","71,132","71,474","71,132","71,474",
Mississippi,All Public Institutions,4,"117,079","134,318","119,980","137,543","122,038","135,896","127,347","136,626","134,709","139,931","138,499","144,224","149,650","155,517","153,433","159,695","157,328","160,611","154,876","157,995","154,916","154,916","152,096","152,096","153,300","153,300","153,205","153,205","152,319","152,319","150,583","150,583","148,360","148,360","148,360","148,360",
Mississippi,"All Private, not-for-profit Institutions",5,"7,390","12,363","7,615","12,688","8,020","12,732","8,066","12,781","12,094","13,461","12,790","14,092","13,488","14,898","14,217","15,398","14,477","15,571","15,893","16,053","15,964","16,046","16,283","16,376","16,730","16,860","17,729","17,857","17,462","17,576","17,437","17,576","17,442","17,642","17,442","17,642",
Mississippi,"All Private, for-profit Institutions",6,0,"1,903",0,"1,884",0,"1,829",0,"1,730",0,"1,840",0,792,0,"1,068",0,"1,505",0,"1,465",0,"1,326",0,"1,252",0,921,0,908,0,819,0,797,0,693,0,342,0,342,
Mississippi,"Public, 4-year",7,"63,850","67,355","65,702","69,323","69,598","69,598","69,448","69,448","70,307","70,307","71,159","71,159","73,719","73,719","76,878","76,878","79,926","79,926","80,435","80,435","79,708","79,708","79,112","79,112","80,392","80,392","82,010","82,010","80,730","80,730","78,558","78,558","77,228","77,228","77,228","77,228",
Mississippi,"Private, not-for-profit, 4-year",8,"7,390","12,363","7,615","12,688","8,020","12,732","8,066","12,781","12,094","13,461","12,790","14,092","13,488","14,898","14,217","15,398","14,477","15,571","15,893","16,053","15,964","16,046","16,283","16,376","16,730","16,860","17,729","17,857","17,462","17,576","17,437","17,576","17,442","17,642","17,442","17,642",
Mississippi,"Private, for-profit, 4-year",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mississippi,"Public, 2-year",10,"53,229","66,963","54,278","68,220","52,440","66,298","57,899","67,178","64,402","69,624","67,340","73,065","75,931","81,798","76,555","82,817","77,402","80,685","74,441","77,560","75,208","75,208","72,984","72,984","72,908","72,908","71,195","71,195","71,589","71,589","72,025","72,025","71,132","71,132","71,132","71,132",
Mississippi,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mississippi,"Private, for-profit, 2-year",12,0,"1,903",0,"1,884",0,"1,829",0,"1,730",0,"1,840",0,792,0,"1,068",0,"1,505",0,"1,465",0,"1,326",0,"1,252",0,921,0,908,0,819,0,797,0,693,0,342,0,342,
Missouri,Overall,1,"324,448","354,935","327,965","359,908","336,398","368,669","342,683","371,187","351,206","379,044","359,106","388,873","378,957","415,013","394,431","430,607","401,556","444,526","401,018","437,407","398,241","434,860","394,281","416,785","387,894","407,247","382,492","400,007","367,013","382,235","361,146","373,500","348,784","362,304","351,193","362,304",
Missouri,All 4-year Institutions,2,"241,102","260,973","245,547","265,979","253,297","273,495","257,090","277,145","261,918","280,272","267,497","286,519","275,613","299,285","283,886","306,645","288,964","320,459","292,115","320,187","293,097","322,378","294,924","310,305","294,684","306,135","293,003","303,669","281,437","292,108","276,949","286,568","267,908","278,320","270,317","278,320",
Missouri,All 2-year Institutions,3,"83,346","93,962","82,418","93,929","83,101","95,174","85,593","94,042","89,288","98,772","91,609","102,354","103,344","115,728","110,545","123,962","112,592","124,067","108,903","117,220","105,144","112,482","99,357","106,480","93,210","101,112","89,489","96,338","85,576","90,127","84,197","86,932","80,876","83,984","80,876","83,984",
Missouri,All Public Institutions,4,"211,971","216,777","210,631","214,561","213,928","217,722","217,598","218,475","222,282","223,155","227,754","228,737","244,426","245,568","254,943","256,119","259,417","260,585","256,218","257,430","253,356","254,650","251,721","252,980","247,242","248,516","243,697","244,924","234,284","235,540","230,291","231,762","224,286","226,010","224,286","226,010",
Missouri,"All Private, not-for-profit Institutions",5,"112,477","129,513","117,334","134,829","122,470","138,762","125,085","140,695","128,225","143,481","131,352","146,872","134,531","150,209","139,488","153,824","140,670","154,623","143,452","154,225","143,620","152,218","141,608","149,771","140,267","147,328","138,398","146,454","132,423","139,898","130,492","138,418","124,118","133,034","126,527","133,034",
Missouri,"All Private, for-profit Institutions",6,0,"8,645",0,"10,518",0,"12,185",0,"12,017",699,"12,408",0,"13,264",0,"19,236",0,"20,664","1,469","29,318","1,348","25,752","1,265","27,992",952,"14,034",385,"11,403",397,"8,629",306,"6,797",363,"3,320",380,"3,260",380,"3,260",
Missouri,"Public, 4-year",7,"128,724","129,267","128,320","128,320","130,980","130,980","132,145","132,145","133,834","133,834","136,309","136,309","141,208","141,208","144,591","144,591","147,011","147,011","148,382","148,382","149,285","149,285","153,377","153,377","154,819","154,819","154,208","154,208","148,708","148,708","146,094","146,094","143,410","143,410","143,410","143,410",
Missouri,"Private, not-for-profit, 4-year",8,"112,378","128,386","117,227","133,811","122,317","137,509","124,945","139,529","128,084","141,740","131,188","144,597","134,405","148,648","139,295","152,163","140,484","153,402","142,385","153,018","142,547","151,006","140,595","148,633","139,480","146,435","138,398","145,600","132,423","139,725","130,492","138,235","124,118","132,850","126,527","132,850",
Missouri,"Private, for-profit, 4-year",9,0,"3,320",0,"3,848",0,"5,006",0,"5,471",0,"4,698",0,"5,613",0,"9,429",0,"9,891","1,469","20,046","1,348","18,787","1,265","22,087",952,"8,295",385,"4,881",397,"3,861",306,"3,675",363,"2,239",380,"2,060",380,"2,060",
Missouri,"Public, 2-year",10,"83,247","87,510","82,311","86,241","82,948","86,742","85,453","86,330","88,448","89,321","91,445","92,428","103,218","104,360","110,352","111,528","112,406","113,574","107,836","109,048","104,071","105,365","98,344","99,603","92,423","93,697","89,489","90,716","85,576","86,832","84,197","85,668","80,876","82,600","80,876","82,600",
Missouri,"Private, not-for-profit, 2-year",11,99,"1,127",107,"1,018",153,"1,253",140,"1,166",141,"1,741",164,"2,275",126,"1,561",193,"1,661",186,"1,221","1,067","1,207","1,073","1,212","1,013","1,138",787,893,0,854,0,173,0,183,0,184,0,184,
Missouri,"Private, for-profit, 2-year",12,0,"5,325",0,"6,670",0,"7,179",0,"6,546",699,"7,710",0,"7,651",0,"9,807",0,"10,773",0,"9,272",0,"6,965",0,"5,905",0,"5,739",0,"6,522",0,"4,768",0,"3,122",0,"1,081",0,"1,200",0,"1,200",
Montana,Overall,1,"43,690","47,240","43,727","47,173","44,483","47,850","44,272","47,501","44,180","47,371","44,735","47,840","47,998","51,588","49,840","53,312","50,634","54,042","50,095","53,254","50,009","52,777","49,038","51,942","48,026","50,798","48,128","50,916","48,438","50,642","47,844","49,363","46,793","48,066","47,483","48,066",
Montana,All 4-year Institutions,2,"37,033","38,133","36,915","38,045","37,089","38,231","37,096","38,188","36,578","37,618","36,958","37,951","38,819","40,023","40,920","42,078","42,897","44,009","42,699","43,605","42,781","43,621","41,956","42,815","41,110","41,894","41,221","42,080","40,981","42,344","40,347","41,067","39,287","39,977","39,977","39,977",
Montana,All 2-year Institutions,3,"6,657","9,107","6,812","9,128","7,394","9,619","7,176","9,313","7,602","9,753","7,777","9,889","9,179","11,565","8,920","11,234","7,737","10,033","7,396","9,649","7,228","9,156","7,082","9,127","6,916","8,904","6,907","8,836","7,457","8,298","7,497","8,296","7,506","8,089","7,506","8,089",
Montana,All Public Institutions,4,"40,540","42,444","40,534","42,289","41,257","42,997","41,325","42,995","41,177","42,857","41,945","43,565","44,800","46,653","46,420","48,261","47,080","48,912","46,487","48,333","46,373","47,851","45,474","47,024","44,388","45,934","44,791","46,260","45,019","46,002","44,474","44,925","43,564","44,416","44,254","44,416",
Montana,"All Private, not-for-profit Institutions",5,"3,150","4,796","3,193","4,884","3,226","4,853","2,947","4,506","3,003","4,514","2,790","4,275","3,198","4,935","3,420","5,051","3,554","5,130","3,608","4,921","3,636","4,926","3,564","4,918","3,638","4,864","3,337","4,621","3,419","4,603","3,370","4,395","3,229","3,595","3,229","3,595",
Montana,"All Private, for-profit Institutions",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,37,0,43,0,55,0,55,
Montana,"Public, 4-year",7,"33,883","33,883","33,722","33,722","33,863","33,863","34,149","34,149","33,575","33,575","34,168","34,168","35,621","35,621","37,500","37,500","39,343","39,343","39,091","39,091","39,145","39,145","38,392","38,392","37,472","37,472","37,884","37,884","37,562","38,116","36,977","36,977","36,058","36,748","36,748","36,748",
Montana,"Private, not-for-profit, 4-year",8,"3,150","4,250","3,193","4,323","3,226","4,368","2,947","4,039","3,003","4,043","2,790","3,783","3,198","4,402","3,420","4,578","3,554","4,666","3,608","4,514","3,636","4,476","3,564","4,423","3,638","4,422","3,337","4,196","3,419","4,228","3,370","4,090","3,229","3,229","3,229","3,229",
Montana,"Private, for-profit, 4-year",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Montana,"Public, 2-year",10,"6,657","8,561","6,812","8,567","7,394","9,134","7,176","8,846","7,602","9,282","7,777","9,397","9,179","11,032","8,920","10,761","7,737","9,569","7,396","9,242","7,228","8,706","7,082","8,632","6,916","8,462","6,907","8,376","7,457","7,886","7,497","7,948","7,506","7,668","7,506","7,668",
Montana,"Private, not-for-profit, 2-year",11,0,546,0,561,0,485,0,467,0,471,0,492,0,533,0,473,0,464,0,407,0,450,0,495,0,442,0,425,0,375,0,305,0,366,0,366,
Montana,"Private, for-profit, 2-year",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,37,0,43,0,55,0,55,
Nebraska,Overall,1,"115,209","119,106","116,557","120,604","117,250","120,748","119,732","123,944","123,089","126,761","126,470","129,866","133,270","137,992","139,934","143,874","138,907","141,882","136,025","138,762","134,308","135,987","132,715","133,971","133,568","134,495","134,472","134,877","134,245","134,947","133,989","134,184","135,274","135,398","135,274","135,398",
Nebraska,All 4-year Institutions,2,"75,634","77,078","76,324","79,266","77,137","79,920","79,016","82,316","81,727","84,523","83,035","85,841","86,692","90,183","90,499","92,981","91,032","92,982","90,795","92,760","92,003","92,936","92,847","93,660","93,791","94,516","94,519","94,722","94,088","94,565","93,760","93,894","95,055","95,120","95,055","95,120",
Nebraska,All 2-year Institutions,3,"39,575","42,028","40,233","41,338","40,113","40,828","40,716","41,628","41,362","42,238","43,435","44,025","46,578","47,809","49,435","50,893","47,875","48,900","45,230","46,002","42,305","43,051","39,868","40,311","39,777","39,979","39,953","40,155","40,157","40,382","40,229","40,290","40,219","40,278","40,219","40,278",
Nebraska,All Public Institutions,4,"93,027","93,432","92,785","93,195","93,074","93,181","94,371","94,486","96,591","96,680","99,501","99,593","104,020","104,149","107,803","107,980","106,631","106,794","104,016","104,166","101,694","101,893","99,701","99,821","100,030","100,030","101,032","101,032","100,897","101,038","99,974","99,974","99,502","99,502","99,502","99,502",
Nebraska,"All Private, not-for-profit Institutions",5,"22,182","23,756","23,772","25,468","24,176","25,920","25,361","27,039","26,498","28,177","26,969","28,706","29,250","31,062","32,131","32,940","32,276","33,108","32,009","32,781","32,614","33,400","33,014","33,707","33,538","34,229","33,440","33,627","33,348","33,691","34,015","34,057","35,772","35,813","35,772","35,813",
Nebraska,"All Private, for-profit Institutions",6,0,"1,918",0,"1,941",0,"1,647",0,"2,419",0,"1,904",0,"1,567",0,"2,781",0,"2,954",0,"1,980",0,"1,815",0,694,0,443,0,236,0,218,0,218,0,153,0,83,0,83,
Nebraska,"Public, 4-year",7,"53,452","53,452","52,552","52,552","52,961","52,961","53,655","53,655","55,229","55,229","56,066","56,066","57,442","57,442","58,368","58,368","58,756","58,756","58,786","58,786","59,389","59,389","59,833","59,833","60,253","60,253","61,079","61,079","60,740","60,740","59,745","59,745","59,283","59,283","59,283","59,283",
Nebraska,"Private, not-for-profit, 4-year",8,"22,182","23,626","23,772","25,314","24,176","25,811","25,361","26,944","26,498","28,034","26,969","28,568","29,250","30,899","32,131","32,750","32,276","32,917","32,009","32,620","32,614","33,234","33,014","33,558","33,538","34,078","33,440","33,477","33,348","33,676","34,015","34,042","35,772","35,797","35,772","35,797",
Nebraska,"Private, for-profit, 4-year",9,0,0,0,"1,400",0,"1,148",0,"1,717",0,"1,260",0,"1,207",0,"1,842",0,"1,863",0,"1,309",0,"1,354",0,313,0,269,0,185,0,166,0,149,0,107,0,40,0,40,
Nebraska,"Public, 2-year",10,"39,575","39,980","40,233","40,643","40,113","40,220","40,716","40,831","41,362","41,451","43,435","43,527","46,578","46,707","49,435","49,612","47,875","48,038","45,230","45,380","42,305","42,504","39,868","39,988","39,777","39,777","39,953","39,953","40,157","40,298","40,229","40,229","40,219","40,219","40,219","40,219",
Nebraska,"Private, not-for-profit, 2-year",11,0,130,0,154,0,109,0,95,0,143,0,138,0,163,0,190,0,191,0,161,0,166,0,149,0,151,0,150,0,15,0,15,0,16,0,16,
Nebraska,"Private, for-profit, 2-year",12,0,"1,918",0,541,0,499,0,702,0,644,0,360,0,939,0,"1,091",0,671,0,461,0,381,0,174,0,51,0,52,0,69,0,46,0,43,0,43,
Nevada,Overall,1,"94,707","97,132","97,278","101,082","100,687","105,148","100,658","107,236","105,630","111,525","109,493","115,434","113,300","119,977","114,137","122,732","107,104","114,521","105,540","111,438","104,408","110,034","107,867","112,925","107,326","110,761","109,026","112,665","111,561","114,668","111,271","114,931","112,956","116,745","112,956","116,745",
Nevada,All 4-year Institutions,2,"45,144","45,929","81,207","82,188","84,316","85,849","84,099","87,656","93,464","95,711","97,001","99,664","100,358","103,261","101,550","104,847","94,942","98,536","93,003","96,287","92,289","95,140","95,961","98,317","95,824","96,670","97,866","99,029","99,689","100,568","111,271","112,407","112,956","113,594","112,956","113,594",
Nevada,All 2-year Institutions,3,"49,563","51,203","16,071","18,894","16,371","19,299","16,559","19,580","12,166","15,814","12,492","15,770","12,942","16,716","12,587","17,885","12,162","15,985","12,537","15,151","12,119","14,894","11,906","14,608","11,502","14,091","11,160","13,636","11,872","14,100",0,"2,524",0,"3,151",0,"3,151",
Nevada,All Public Institutions,4,"94,205","94,205","96,773","96,773","100,043","100,043","99,897","101,856","104,797","104,797","108,559","108,559","112,397","112,397","113,103","113,103","105,048","105,048","103,619","103,619","102,538","102,538","106,028","106,028","104,418","104,418","106,196","106,196","107,864","107,864","108,658","108,658","110,560","110,560","110,560","110,560",
Nevada,"All Private, not-for-profit Institutions",5,502,502,505,505,644,644,761,761,833,"1,504",934,"1,719",903,"1,736","1,034","1,951","1,025","2,176",987,"2,189",955,"2,298","1,039","2,443","2,908","2,908","2,830","2,860","3,027","3,062","2,613","2,754","2,396","2,437","2,396","2,437",
Nevada,"All Private, for-profit Institutions",6,0,"2,425",0,"3,804",0,"4,461",0,"4,619",0,"5,224",0,"5,156",0,"5,844",0,"7,678","1,031","7,297",934,"5,630",915,"5,198",800,"4,454",0,"3,435",0,"3,609",670,"3,742",0,"3,519",0,"3,748",0,"3,748",
Nevada,"Public, 4-year",7,"44,642","44,642","80,702","80,702","83,672","83,672","83,338","85,297","92,631","92,631","96,067","96,067","99,455","99,455","100,516","100,516","93,917","93,917","92,016","92,016","91,334","91,334","94,922","94,922","93,333","93,333","95,323","95,323","97,144","97,144","108,658","108,658","110,560","110,560","110,560","110,560",
Nevada,"Private, not-for-profit, 4-year",8,502,502,505,505,644,644,761,761,833,"1,504",934,"1,719",903,"1,736","1,034","1,951","1,025","2,176",987,"2,189",955,"2,298","1,039","2,443","2,491","2,491","2,543","2,573","2,545","2,580","2,613","2,657","2,396","2,437","2,396","2,437",
Nevada,"Private, for-profit, 4-year",9,0,785,0,981,0,"1,533",0,"1,598",0,"1,576",0,"1,878",0,"2,070",0,"2,380",0,"2,443",0,"2,082",0,"1,508",0,952,0,846,0,"1,133",0,844,0,"1,092",0,597,0,597,
Nevada,"Public, 2-year",10,"49,563","49,563","16,071","16,071","16,371","16,371","16,559","16,559","12,166","12,166","12,492","12,492","12,942","12,942","12,587","12,587","11,131","11,131","11,603","11,603","11,204","11,204","11,106","11,106","11,085","11,085","10,873","10,873","10,720","10,720",0,0,0,0,0,0,
Nevada,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,417,287,287,482,482,0,97,0,0,0,0,
