State,Sector,sector_sort,year,total_enrollment
New_Mexico,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"1,342"
New_Mexico,"Private, for-profit, 4-year",9,Fall_2013_Active,826
New_Mexico,"Public, 2-year",10,Fall_2013_Active,"77,380"
New_Mexico,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
New_Mexico,"Private, for-profit, 2-year",12,Fall_2013_Active,0
New_York,Overall,1,Fall_2013_Active,"1,260,193"
New_York,All 4-year Institutions,2,Fall_2013_Active,"930,975"
New_York,All 2-year Institutions,3,Fall_2013_Active,"329,218"
New_York,All Public Institutions,4,Fall_2013_Active,"720,934"
New_York,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"504,016"
New_York,"All Private, for-profit Institutions",6,Fall_2013_Active,"35,243"
New_York,"Public, 4-year",7,Fall_2013_Active,"393,331"
New_York,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"503,608"
New_York,"Private, for-profit, 4-year",9,Fall_2013_Active,"34,036"
New_York,"Public, 2-year",10,Fall_2013_Active,"327,603"
New_York,"Private, not-for-profit, 2-year",11,Fall_2013_Active,408
New_York,"Private, for-profit, 2-year",12,Fall_2013_Active,"1,207"
North_Carolina,Overall,1,Fall_2013_Active,"547,792"
North_Carolina,All 4-year Institutions,2,Fall_2013_Active,"307,584"
North_Carolina,All 2-year Institutions,3,Fall_2013_Active,"240,208"
North_Carolina,All Public Institutions,4,Fall_2013_Active,"459,651"
North_Carolina,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"86,731"
North_Carolina,"All Private, for-profit Institutions",6,Fall_2013_Active,"1,410"
North_Carolina,"Public, 4-year",7,Fall_2013_Active,"220,121"
North_Carolina,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"86,053"
North_Carolina,"Private, for-profit, 4-year",9,Fall_2013_Active,"1,410"
North_Carolina,"Public, 2-year",10,Fall_2013_Active,"239,530"
North_Carolina,"Private, not-for-profit, 2-year",11,Fall_2013_Active,678
North_Carolina,"Private, for-profit, 2-year",12,Fall_2013_Active,0
North_Dakota,Overall,1,Fall_2013_Active,"52,399"
North_Dakota,All 4-year Institutions,2,Fall_2013_Active,"45,631"
North_Dakota,All 2-year Institutions,3,Fall_2013_Active,"6,768"
North_Dakota,All Public Institutions,4,Fall_2013_Active,"48,294"
North_Dakota,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"4,105"
North_Dakota,"All Private, for-profit Institutions",6,Fall_2013_Active,0
North_Dakota,"Public, 4-year",7,Fall_2013_Active,"41,526"
North_Dakota,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"4,105"
North_Dakota,"Private, for-profit, 4-year",9,Fall_2013_Active,0
North_Dakota,"Public, 2-year",10,Fall_2013_Active,"6,768"
North_Dakota,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
North_Dakota,"Private, for-profit, 2-year",12,Fall_2013_Active,0
Ohio,Overall,1,Fall_2013_Active,"661,330"
Ohio,All 4-year Institutions,2,Fall_2013_Active,"475,844"
Ohio,All 2-year Institutions,3,Fall_2013_Active,"185,486"
Ohio,All Public Institutions,4,Fall_2013_Active,"520,039"
Ohio,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"141,291"
Ohio,"All Private, for-profit Institutions",6,Fall_2013_Active,0
Ohio,"Public, 4-year",7,Fall_2013_Active,"334,980"
Ohio,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"140,864"
Ohio,"Private, for-profit, 4-year",9,Fall_2013_Active,0
Ohio,"Public, 2-year",10,Fall_2013_Active,"185,059"
Ohio,"Private, not-for-profit, 2-year",11,Fall_2013_Active,427
Ohio,"Private, for-profit, 2-year",12,Fall_2013_Active,0
Oklahoma,Overall,1,Fall_2013_Active,"209,807"
Oklahoma,All 4-year Institutions,2,Fall_2013_Active,"147,516"
Oklahoma,All 2-year Institutions,3,Fall_2013_Active,"62,291"
Oklahoma,All Public Institutions,4,Fall_2013_Active,"186,412"
Oklahoma,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"23,395"
Oklahoma,"All Private, for-profit Institutions",6,Fall_2013_Active,0
Oklahoma,"Public, 4-year",7,Fall_2013_Active,"124,121"
Oklahoma,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"23,395"
Oklahoma,"Private, for-profit, 4-year",9,Fall_2013_Active,0
Oklahoma,"Public, 2-year",10,Fall_2013_Active,"62,291"
Oklahoma,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
Oklahoma,"Private, for-profit, 2-year",12,Fall_2013_Active,0
Oregon,Overall,1,Fall_2013_Active,"244,039"
Oregon,All 4-year Institutions,2,Fall_2013_Active,"137,671"
Oregon,All 2-year Institutions,3,Fall_2013_Active,"106,368"
Oregon,All Public Institutions,4,Fall_2013_Active,"207,803"
Oregon,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"32,531"
Oregon,"All Private, for-profit Institutions",6,Fall_2013_Active,"3,705"
Oregon,"Public, 4-year",7,Fall_2013_Active,"105,140"
Oregon,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"32,531"
Oregon,"Private, for-profit, 4-year",9,Fall_2013_Active,0
Oregon,"Public, 2-year",10,Fall_2013_Active,"102,663"
Oregon,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
Oregon,"Private, for-profit, 2-year",12,Fall_2013_Active,"3,705"
Pennsylvania,Overall,1,Fall_2013_Active,"712,189"
Pennsylvania,All 4-year Institutions,2,Fall_2013_Active,"564,271"
Pennsylvania,All 2-year Institutions,3,Fall_2013_Active,"147,918"
Pennsylvania,All Public Institutions,4,Fall_2013_Active,"419,849"
Pennsylvania,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"288,374"
Pennsylvania,"All Private, for-profit Institutions",6,Fall_2013_Active,"3,966"
Pennsylvania,"Public, 4-year",7,Fall_2013_Active,"280,546"
Pennsylvania,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"282,428"
Pennsylvania,"Private, for-profit, 4-year",9,Fall_2013_Active,"1,297"
Pennsylvania,"Public, 2-year",10,Fall_2013_Active,"139,303"
Pennsylvania,"Private, not-for-profit, 2-year",11,Fall_2013_Active,"5,946"
Pennsylvania,"Private, for-profit, 2-year",12,Fall_2013_Active,"2,669"
Rhode_Island,Overall,1,Fall_2013_Active,"89,266"
Rhode_Island,All 4-year Institutions,2,Fall_2013_Active,"71,567"
Rhode_Island,All 2-year Institutions,3,Fall_2013_Active,"17,699"
Rhode_Island,All Public Institutions,4,Fall_2013_Active,"42,786"
Rhode_Island,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"46,480"
Rhode_Island,"All Private, for-profit Institutions",6,Fall_2013_Active,0
Rhode_Island,"Public, 4-year",7,Fall_2013_Active,"25,087"
Rhode_Island,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"46,480"
Rhode_Island,"Private, for-profit, 4-year",9,Fall_2013_Active,0
Rhode_Island,"Public, 2-year",10,Fall_2013_Active,"17,699"
Rhode_Island,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
Rhode_Island,"Private, for-profit, 2-year",12,Fall_2013_Active,0
South_Carolina,Overall,1,Fall_2013_Active,"241,936"
South_Carolina,All 4-year Institutions,2,Fall_2013_Active,"142,972"
South_Carolina,All 2-year Institutions,3,Fall_2013_Active,"98,964"
South_Carolina,All Public Institutions,4,Fall_2013_Active,"205,879"
South_Carolina,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"32,151"
South_Carolina,"All Private, for-profit Institutions",6,Fall_2013_Active,"3,906"
South_Carolina,"Public, 4-year",7,Fall_2013_Active,"107,733"
South_Carolina,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"31,333"
South_Carolina,"Private, for-profit, 4-year",9,Fall_2013_Active,"3,906"
South_Carolina,"Public, 2-year",10,Fall_2013_Active,"98,146"
South_Carolina,"Private, not-for-profit, 2-year",11,Fall_2013_Active,818
South_Carolina,"Private, for-profit, 2-year",12,Fall_2013_Active,0
South_Dakota,Overall,1,Fall_2013_Active,"48,595"
South_Dakota,All 4-year Institutions,2,Fall_2013_Active,"42,336"
South_Dakota,All 2-year Institutions,3,Fall_2013_Active,"6,259"
South_Dakota,All Public Institutions,4,Fall_2013_Active,"42,527"
South_Dakota,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"6,068"
South_Dakota,"All Private, for-profit Institutions",6,Fall_2013_Active,0
South_Dakota,"Public, 4-year",7,Fall_2013_Active,"36,268"
South_Dakota,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"6,068"
South_Dakota,"Private, for-profit, 4-year",9,Fall_2013_Active,0
South_Dakota,"Public, 2-year",10,Fall_2013_Active,"6,259"
South_Dakota,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
South_Dakota,"Private, for-profit, 2-year",12,Fall_2013_Active,0
Tennessee,Overall,1,Fall_2013_Active,"307,209"
Tennessee,All 4-year Institutions,2,Fall_2013_Active,"216,628"
Tennessee,All 2-year Institutions,3,Fall_2013_Active,"90,581"
Tennessee,All Public Institutions,4,Fall_2013_Active,"229,302"
Tennessee,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"77,049"
Tennessee,"All Private, for-profit Institutions",6,Fall_2013_Active,858
Tennessee,"Public, 4-year",7,Fall_2013_Active,"139,579"
Tennessee,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"77,049"
Tennessee,"Private, for-profit, 4-year",9,Fall_2013_Active,0
Tennessee,"Public, 2-year",10,Fall_2013_Active,"89,723"
Tennessee,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
Tennessee,"Private, for-profit, 2-year",12,Fall_2013_Active,858
Texas,Overall,1,Fall_2013_Active,"1,465,345"
Texas,All 4-year Institutions,2,Fall_2013_Active,"781,509"
Texas,All 2-year Institutions,3,Fall_2013_Active,"683,836"
Texas,All Public Institutions,4,Fall_2013_Active,"1,336,269"
Texas,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"127,057"
Texas,"All Private, for-profit Institutions",6,Fall_2013_Active,"2,019"
Texas,"Public, 4-year",7,Fall_2013_Active,"654,008"
Texas,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"127,057"
Texas,"Private, for-profit, 4-year",9,Fall_2013_Active,444
Texas,"Public, 2-year",10,Fall_2013_Active,"682,261"
Texas,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
Texas,"Private, for-profit, 2-year",12,Fall_2013_Active,"1,575"
Utah,Overall,1,Fall_2013_Active,"257,770"
Utah,All 4-year Institutions,2,Fall_2013_Active,"223,731"
Utah,All 2-year Institutions,3,Fall_2013_Active,"34,039"
Utah,All Public Institutions,4,Fall_2013_Active,"168,311"
Utah,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"88,222"
Utah,"All Private, for-profit Institutions",6,Fall_2013_Active,"1,237"
Utah,"Public, 4-year",7,Fall_2013_Active,"136,308"
Utah,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"86,186"
Utah,"Private, for-profit, 4-year",9,Fall_2013_Active,"1,237"
Utah,"Public, 2-year",10,Fall_2013_Active,"32,003"
Utah,"Private, not-for-profit, 2-year",11,Fall_2013_Active,"2,036"
Utah,"Private, for-profit, 2-year",12,Fall_2013_Active,0
Vermont,Overall,1,Fall_2013_Active,"43,906"
Vermont,All 4-year Institutions,2,Fall_2013_Active,"37,706"
Vermont,All 2-year Institutions,3,Fall_2013_Active,"6,200"
Vermont,All Public Institutions,4,Fall_2013_Active,"25,852"
Vermont,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"17,592"
Vermont,"All Private, for-profit Institutions",6,Fall_2013_Active,462
Vermont,"Public, 4-year",7,Fall_2013_Active,"19,652"
Vermont,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"17,592"
Vermont,"Private, for-profit, 4-year",9,Fall_2013_Active,462
Vermont,"Public, 2-year",10,Fall_2013_Active,"6,200"
Vermont,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
Vermont,"Private, for-profit, 2-year",12,Fall_2013_Active,0
Virginia,Overall,1,Fall_2013_Active,"547,282"
Virginia,All 4-year Institutions,2,Fall_2013_Active,"353,863"
Virginia,All 2-year Institutions,3,Fall_2013_Active,"193,419"
Virginia,All Public Institutions,4,Fall_2013_Active,"405,915"
Virginia,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"125,791"
Virginia,"All Private, for-profit Institutions",6,Fall_2013_Active,"15,576"
Virginia,"Public, 4-year",7,Fall_2013_Active,"215,370"
Virginia,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"125,791"
Virginia,"Private, for-profit, 4-year",9,Fall_2013_Active,"12,702"
Virginia,"Public, 2-year",10,Fall_2013_Active,"190,545"
Virginia,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
Virginia,"Private, for-profit, 2-year",12,Fall_2013_Active,"2,874"
Washington,Overall,1,Fall_2013_Active,"352,376"
Washington,All 4-year Institutions,2,Fall_2013_Active,"220,496"
Washington,All 2-year Institutions,3,Fall_2013_Active,"131,880"
Washington,All Public Institutions,4,Fall_2013_Active,"310,192"
Washington,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"39,589"
Washington,"All Private, for-profit Institutions",6,Fall_2013_Active,"2,595"
Washington,"Public, 4-year",7,Fall_2013_Active,"179,895"
Washington,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"39,589"
Washington,"Private, for-profit, 4-year",9,Fall_2013_Active,"1,012"
Washington,"Public, 2-year",10,Fall_2013_Active,"130,297"
Washington,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
Washington,"Private, for-profit, 2-year",12,Fall_2013_Active,"1,583"
West_Virginia,Overall,1,Fall_2013_Active,"149,247"
West_Virginia,All 4-year Institutions,2,Fall_2013_Active,"132,648"
West_Virginia,All 2-year Institutions,3,Fall_2013_Active,"16,599"
West_Virginia,All Public Institutions,4,Fall_2013_Active,"86,085"
West_Virginia,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"7,740"
West_Virginia,"All Private, for-profit Institutions",6,Fall_2013_Active,"55,422"
West_Virginia,"Public, 4-year",7,Fall_2013_Active,"69,486"
West_Virginia,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"7,740"
West_Virginia,"Private, for-profit, 4-year",9,Fall_2013_Active,"55,422"
West_Virginia,"Public, 2-year",10,Fall_2013_Active,"16,599"
West_Virginia,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
West_Virginia,"Private, for-profit, 2-year",12,Fall_2013_Active,0
Wisconsin,Overall,1,Fall_2013_Active,"354,623"
Wisconsin,All 4-year Institutions,2,Fall_2013_Active,"245,781"
Wisconsin,All 2-year Institutions,3,Fall_2013_Active,"108,842"
Wisconsin,All Public Institutions,4,Fall_2013_Active,"289,339"
Wisconsin,"All Private, not-for-profit Institutions",5,Fall_2013_Active,"59,450"
Wisconsin,"All Private, for-profit Institutions",6,Fall_2013_Active,"5,834"
Wisconsin,"Public, 4-year",7,Fall_2013_Active,"180,618"
Wisconsin,"Private, not-for-profit, 4-year",8,Fall_2013_Active,"59,450"
Wisconsin,"Private, for-profit, 4-year",9,Fall_2013_Active,"5,713"
Wisconsin,"Public, 2-year",10,Fall_2013_Active,"108,721"
Wisconsin,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
Wisconsin,"Private, for-profit, 2-year",12,Fall_2013_Active,121
Wyoming,Overall,1,Fall_2013_Active,"38,286"
Wyoming,All 4-year Institutions,2,Fall_2013_Active,"12,778"
Wyoming,All 2-year Institutions,3,Fall_2013_Active,"25,508"
Wyoming,All Public Institutions,4,Fall_2013_Active,"35,547"
Wyoming,"All Private, not-for-profit Institutions",5,Fall_2013_Active,0
Wyoming,"All Private, for-profit Institutions",6,Fall_2013_Active,"2,739"
Wyoming,"Public, 4-year",7,Fall_2013_Active,"12,778"
Wyoming,"Private, not-for-profit, 4-year",8,Fall_2013_Active,0
Wyoming,"Private, for-profit, 4-year",9,Fall_2013_Active,0
Wyoming,"Public, 2-year",10,Fall_2013_Active,"22,769"
Wyoming,"Private, not-for-profit, 2-year",11,Fall_2013_Active,0
Wyoming,"Private, for-profit, 2-year",12,Fall_2013_Active,"2,739"
United States,Overall,1,Fall_2013_IPEDS_Universe,"20,630,064"
United States,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"13,624,091"
United States,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"7,005,973"
United States,All Public Institutions,4,Fall_2013_IPEDS_Universe,"14,823,694"
United States,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"4,108,323"
United States,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"1,698,047"
United States,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"8,188,948"
United States,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"4,076,393"
United States,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"1,358,750"
United States,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"6,634,746"
United States,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,"31,930"
United States,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"339,297"
Midwest,Overall,1,Fall_2013_IPEDS_Universe,"4,696,579"
Midwest,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"3,217,864"
Midwest,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"1,478,715"
Midwest,All Public Institutions,4,Fall_2013_IPEDS_Universe,"3,288,249"
Midwest,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"986,157"
Midwest,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"422,173"
Midwest,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"1,852,762"
Midwest,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"981,768"
Midwest,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"383,334"
Midwest,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"1,435,487"
Midwest,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,"4,389"
Midwest,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"38,839"
Northeast,Overall,1,Fall_2013_IPEDS_Universe,"3,514,720"
Northeast,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"2,599,340"
Northeast,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"915,380"
Northeast,All Public Institutions,4,Fall_2013_IPEDS_Universe,"2,012,382"
Northeast,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"1,380,773"
Northeast,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"121,565"
Northeast,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"1,159,783"
Northeast,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"1,366,802"
Northeast,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"72,755"
Northeast,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"852,599"
Northeast,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,"13,971"
Northeast,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"48,810"
South,Overall,1,Fall_2013_IPEDS_Universe,"6,952,815"
South,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"4,697,830"
South,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"2,254,985"
South,All Public Institutions,4,Fall_2013_IPEDS_Universe,"5,483,514"
South,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"1,039,592"
South,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"429,709"
South,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"3,354,803"
South,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"1,030,213"
South,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"312,814"
South,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"2,128,711"
South,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,"9,379"
South,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"116,895"
West,Overall,1,Fall_2013_IPEDS_Universe,"5,211,344"
West,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"2,891,953"
West,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"2,319,391"
West,All Public Institutions,4,Fall_2013_IPEDS_Universe,"3,961,413"
West,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"566,223"
West,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"683,708"
West,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"1,753,069"
West,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"562,032"
West,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"576,852"
West,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"2,208,344"
West,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,"4,191"
West,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"106,856"
Alabama,Overall,1,Fall_2013_IPEDS_Universe,"314,759"
Alabama,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"217,533"
Alabama,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"97,226"
Alabama,All Public Institutions,4,Fall_2013_IPEDS_Universe,"248,284"
Alabama,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"25,146"
Alabama,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"41,329"
Alabama,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"163,660"
Alabama,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"24,674"
Alabama,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"29,199"
Alabama,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"84,624"
Alabama,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,472
Alabama,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"12,130"
Alaska,Overall,1,Fall_2013_IPEDS_Universe,"34,890"
Alaska,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"32,427"
Alaska,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"2,463"
Alaska,All Public Institutions,4,Fall_2013_IPEDS_Universe,"31,600"
Alaska,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,764
Alaska,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"2,526"
Alaska,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"29,525"
Alaska,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,711
Alaska,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"2,191"
Alaska,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"2,075"
Alaska,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,53
Alaska,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,335
Arizona,Overall,1,Fall_2013_IPEDS_Universe,"754,904"
Arizona,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"533,580"
Arizona,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"221,324"
Arizona,All Public Institutions,4,Fall_2013_IPEDS_Universe,"354,462"
Arizona,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"4,119"
Arizona,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"396,323"
Arizona,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"145,409"
Arizona,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"4,119"
Arizona,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"384,052"
Arizona,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"209,053"
Arizona,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,0
Arizona,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"12,271"
Arkansas,Overall,1,Fall_2013_IPEDS_Universe,"170,693"
Arkansas,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"114,065"
Arkansas,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"56,628"
Arkansas,All Public Institutions,4,Fall_2013_IPEDS_Universe,"153,690"
Arkansas,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"16,919"
Arkansas,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,84
Arkansas,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"97,705"
Arkansas,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"16,360"
Arkansas,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,0
Arkansas,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"55,985"
Arkansas,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,559
Arkansas,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,84
California,Overall,1,Fall_2013_IPEDS_Universe,"2,654,694"
California,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"1,125,990"
California,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"1,528,704"
California,All Public Institutions,4,Fall_2013_IPEDS_Universe,"2,148,147"
California,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"308,597"
California,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"197,950"
California,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"685,096"
California,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"307,004"
California,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"133,890"
California,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"1,463,051"
California,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,"1,593"
California,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"64,060"
Colorado,Overall,1,Fall_2013_IPEDS_Universe,"358,192"
Colorado,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"254,698"
Colorado,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"103,494"
Colorado,All Public Institutions,4,Fall_2013_IPEDS_Universe,"275,216"
Colorado,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"33,658"
Colorado,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"49,318"
Colorado,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"181,671"
Colorado,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"33,651"
Colorado,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"39,376"
Colorado,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"93,545"
Colorado,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,7
Colorado,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"9,942"
Connecticut,Overall,1,Fall_2013_IPEDS_Universe,"201,567"
Connecticut,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"144,528"
Connecticut,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"57,039"
Connecticut,All Public Institutions,4,Fall_2013_IPEDS_Universe,"123,995"
Connecticut,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"68,436"
Connecticut,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"9,136"
Connecticut,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"67,018"
Connecticut,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"68,436"
Connecticut,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"9,074"
Connecticut,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"56,977"
