State or Region,Institution Sector,sector_sort,Fall_2010_Active,Fall_2010_IPEDS_Universe,Fall_2011_Active,Fall_2011_IPEDS_Universe,Fall_2012_Active,Fall_2012_IPEDS_Universe,Fall_2013_Active,Fall_2013_IPEDS_Universe,Fall_2014_Active,Fall_2014_IPEDS_Universe,Fall_2015_Active,Fall_2015_IPEDS_Universe,Fall_2016_Active,Fall_2016_IPEDS_Universe,Fall_2017_Active,Fall_2017_IPEDS_Universe,Fall_2018_Active,Fall_2018_IPEDS_Universe,Fall_2019_Active,Fall_2019_IPEDS_Universe,Fall_2020_Active,Fall_2020_IPEDS_Universe
Iowa,"Private, for-profit, 4-year",9,643,"82,648",817,"60,395","1,106","53,027","58,827","59,004","59,369","59,522","52,788","52,938","45,424","45,587","41,106","41,240","3,150","3,284","3,071","3,205","3,071","3,205"
Iowa,"Public, 2-year",10,"106,380","106,380","105,902","105,902","100,408","100,408","93,782","93,782","93,563","93,563","92,466","92,466","90,809","90,809","90,242","90,242","89,422","89,422","88,823","88,823","88,823","88,823"
Iowa,"Private, not-for-profit, 2-year",11,0,190,0,193,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,"Private, for-profit, 2-year",12,0,565,0,763,0,284,0,603,0,563,0,433,0,260,0,107,0,76,0,54,0,54
Kansas,Overall,1,"190,404","215,963","192,292","217,642","189,931","214,410","192,712","216,287","197,343","214,299","193,515","208,898","195,436","206,189","202,357","205,286","212,143","213,841","208,745","209,988","208,745","209,988"
Kansas,All 4-year Institutions,2,"116,427","126,917","118,413","128,267","118,201","127,350","118,706","130,496","120,955","130,787","120,158","128,304","121,263","125,349","124,128","125,119","133,480","134,368","131,642","131,968","131,642","131,968"
Kansas,All 2-year Institutions,3,"73,977","89,046","73,879","89,375","71,730","87,060","74,006","85,791","76,388","83,512","73,357","80,594","74,173","80,840","78,229","80,167","78,663","79,473","77,103","78,020","77,103","78,020"
Kansas,All Public Institutions,4,"173,344","185,623","173,946","186,475","171,629","183,976","173,788","184,075","177,041","183,222","173,165","179,760","174,786","180,170","178,960","179,856","179,600","179,600","177,220","177,220","177,220","177,220"
Kansas,"All Private, not-for-profit Institutions",5,"17,060","26,815","18,346","27,767","18,302","27,147","18,924","27,801","20,302","27,103","20,350","26,102","20,650","23,895","23,397","23,913","24,484","24,970","24,446","24,772","24,446","24,772"
Kansas,"All Private, for-profit Institutions",6,0,"3,525",0,"3,400",0,"3,287",0,"4,411",0,"3,974",0,"3,036",0,"2,124",0,"1,517","8,059","9,271","7,079","7,996","7,079","7,996"
Kansas,"Public, 4-year",7,"99,367","100,325","100,067","100,893","99,899","100,745","99,782","100,524","101,081","101,889","99,808","100,607","100,613","100,613","100,731","100,731","100,937","100,937","100,117","100,117","100,117","100,117"
Kansas,"Private, not-for-profit, 4-year",8,"17,060","25,054","18,346","25,587","18,302","24,867","18,924","27,356","19,874","26,675","20,350","26,102","20,650","23,895","23,397","23,913","24,484","24,970","24,446","24,772","24,446","24,772"
Kansas,"Private, for-profit, 4-year",9,0,"1,538",0,"1,787",0,"1,738",0,"2,616",0,"2,223",0,"1,595",0,841,0,475,"8,059","8,461","7,079","7,079","7,079","7,079"
Kansas,"Public, 2-year",10,"73,977","85,298","73,879","85,582","71,730","83,231","74,006","83,551","75,960","81,333","73,357","79,153","74,173","79,557","78,229","79,125","78,663","78,663","77,103","77,103","77,103","77,103"
Kansas,"Private, not-for-profit, 2-year",11,0,"1,761",0,"2,180",0,"2,280",0,445,428,428,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,"Private, for-profit, 2-year",12,0,"1,987",0,"1,613",0,"1,549",0,"1,795",0,"1,751",0,"1,441",0,"1,283",0,"1,042",0,810,0,917,0,917
Kentucky,Overall,1,"269,261","288,015","275,753","291,752","266,694","280,675","260,332","271,976","254,935","263,763","250,984","257,731","252,782","257,954","252,894","261,508","258,486","266,348","262,600","270,558","262,600","270,558"
Kentucky,All 4-year Institutions,2,"162,862","175,461","167,371","179,504","168,571","179,239","167,841","176,847","167,828","174,573","168,375","174,006","170,451","174,992","173,276","180,960","179,992","187,117","183,912","190,987","183,912","190,987"
Kentucky,All 2-year Institutions,3,"106,399","112,554","108,382","112,248","98,123","101,436","92,491","95,129","87,107","89,190","82,609","83,725","82,331","82,962","79,618","80,548","78,494","79,231","78,688","79,571","78,688","79,571"
Kentucky,All Public Institutions,4,"229,725","229,725","233,427","233,427","224,092","224,092","218,472","218,472","213,043","213,043","205,908","205,908","205,431","205,431","202,266","202,266","199,748","199,748","199,614","199,614","199,614","199,614"
Kentucky,"All Private, not-for-profit Institutions",5,"31,033","37,608","33,144","39,818","34,474","40,223","34,200","39,830","35,259","39,025","36,008","39,483","38,375","41,332","44,767","47,958","52,165","55,504","55,757","59,125","55,757","59,125"
Kentucky,"All Private, for-profit Institutions",6,"8,503","20,682","9,182","18,507","8,128","16,360","7,660","13,674","6,633","11,695","9,068","12,340","8,976","11,191","5,861","11,284","6,573","11,096","7,229","11,819","7,229","11,819"
Kentucky,"Public, 4-year",7,"123,326","123,326","125,537","125,537","126,510","126,510","126,535","126,535","126,484","126,484","126,083","126,083","126,021","126,021","124,710","124,710","122,074","122,074","121,268","121,268","121,268","121,268"
Kentucky,"Private, not-for-profit, 4-year",8,"31,033","37,608","33,144","39,818","34,474","40,223","34,200","39,830","35,259","39,025","36,008","39,483","38,375","41,332","44,767","47,958","52,165","55,504","55,757","59,125","55,757","59,125"
Kentucky,"Private, for-profit, 4-year",9,"8,503","14,527","8,690","14,149","7,587","12,506","7,106","10,482","6,085","9,064","6,284","8,440","6,055","7,639","3,799","8,292","5,753","9,539","6,887","10,594","6,887","10,594"
Kentucky,"Public, 2-year",10,"106,399","106,399","107,890","107,890","97,582","97,582","91,937","91,937","86,559","86,559","79,825","79,825","79,410","79,410","77,556","77,556","77,674","77,674","78,346","78,346","78,346","78,346"
Kentucky,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,"Private, for-profit, 2-year",12,0,"6,155",492,"4,358",541,"3,854",554,"3,192",548,"2,631","2,784","3,900","2,921","3,552","2,062","2,992",820,"1,557",342,"1,225",342,"1,225"
Louisiana,Overall,1,"221,341","259,826","223,620","261,412","222,422","254,798","236,229","248,065","231,337","242,373","236,557","241,848","232,254","237,754","236,266","240,359","237,259","240,844","239,644","243,054","239,644","243,054"
Louisiana,All 4-year Institutions,2,"169,356","173,207","169,427","172,903","167,680","170,756","164,229","166,838","163,098","165,816","167,459","168,104","166,847","167,709","169,383","169,928","171,608","172,052","173,112","173,575","173,112","173,575"
Louisiana,All 2-year Institutions,3,"51,985","86,619","54,193","88,509","54,742","84,042","72,000","81,227","68,239","76,557","69,098","73,744","65,407","70,045","66,883","70,431","65,651","68,792","66,532","69,479","66,532","69,479"
Louisiana,All Public Institutions,4,"193,451","224,811","194,967","225,210","194,266","220,971","208,795","215,653","204,845","210,943","210,549","211,334","207,052","208,254","210,691","210,691","210,696","210,696","212,960","212,960","212,960","212,960"
Louisiana,"All Private, not-for-profit Institutions",5,"27,411","27,667","28,056","29,561","27,571","28,881","26,804","28,065","25,801","27,052","25,192","26,329","24,609","25,659","24,953","25,979","25,900","26,836","26,034","27,003","26,034","27,003"
Louisiana,"All Private, for-profit Institutions",6,479,"7,348",597,"6,641",585,"4,946",630,"4,347",691,"4,378",816,"4,185",593,"3,841",622,"3,689",663,"3,312",650,"3,091",650,"3,091"
Louisiana,"Public, 4-year",7,"141,945","145,110","141,371","144,616","140,109","142,929","137,425","139,717","137,297","139,400","142,267","142,267","142,238","142,238","144,430","144,430","145,708","145,708","147,078","147,078","147,078","147,078"
Louisiana,"Private, not-for-profit, 4-year",8,"27,411","27,667","28,056","28,287","27,571","27,827","26,804","27,121","25,801","26,416","25,192","25,837","24,609","25,291","24,953","25,498","25,900","26,344","26,034","26,497","26,034","26,497"
Louisiana,"Private, for-profit, 4-year",9,0,430,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0
Louisiana,"Public, 2-year",10,"51,506","79,701","53,596","80,594","54,157","78,042","71,370","75,936","67,548","71,543","68,282","69,067","64,814","66,016","66,261","66,261","64,988","64,988","65,882","65,882","65,882","65,882"
Louisiana,"Private, not-for-profit, 2-year",11,0,0,0,"1,274",0,"1,054",0,944,0,636,0,492,0,368,0,481,0,492,0,506,0,506
Louisiana,"Private, for-profit, 2-year",12,479,"6,918",597,"6,641",585,"4,946",630,"4,347",691,"4,378",816,"4,185",593,"3,661",622,"3,689",663,"3,312",650,"3,091",650,"3,091"
Maine,Overall,1,"69,548","72,985","69,373","72,297","70,034","72,810","68,557","69,832","69,461","70,673","69,491","70,159","70,210","70,801","70,145","70,715","70,257","70,781","70,257","71,658","70,257","71,658"
Maine,All 4-year Institutions,2,"52,299","52,912","51,718","53,345","52,244","53,800","50,338","50,841","51,282","51,777","52,109","52,173","52,957","53,027","53,186","53,266","53,645","53,901","52,930","54,277","52,930","54,277"
Maine,All 2-year Institutions,3,"17,249","20,073","17,655","18,952","17,790","19,010","18,219","18,991","18,179","18,896","17,382","17,986","17,253","17,774","16,959","17,449","16,612","16,880","17,327","17,381","17,327","17,381"
Maine,All Public Institutions,4,"50,893","51,482","49,747","50,253","49,792","50,270","49,602","49,602","48,852","48,852","47,404","47,404","47,763","47,763","46,999","46,999","47,340","47,340","47,648","48,307","47,648","48,307"
Maine,"All Private, not-for-profit Institutions",5,"18,655","19,578","19,626","20,565","20,242","21,121","18,955","19,766","20,609","21,392","22,087","22,424","22,447","22,737","23,146","23,468","22,917","23,234","22,609","22,961","22,609","22,961"
Maine,"All Private, for-profit Institutions",6,0,"1,925",0,"1,479",0,"1,419",0,464,0,429,0,331,0,301,0,248,0,207,0,390,0,390
Maine,"Public, 4-year",7,"33,644","33,644","32,092","32,092","32,002","32,002","31,383","31,383","30,673","30,673","30,022","30,022","30,510","30,510","30,040","30,040","30,728","30,728","30,321","30,980","30,321","30,980"
Maine,"Private, not-for-profit, 4-year",8,"18,655","19,268","19,626","20,280","20,242","20,836","18,955","19,458","20,609","21,104","22,087","22,151","22,447","22,517","23,146","23,226","22,917","23,173","22,609","22,907","22,609","22,907"
Maine,"Private, for-profit, 4-year",9,0,0,0,973,0,962,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,390
Maine,"Public, 2-year",10,"17,249","17,838","17,655","18,161","17,790","18,268","18,219","18,219","18,179","18,179","17,382","17,382","17,253","17,253","16,959","16,959","16,612","16,612","17,327","17,327","17,327","17,327"
Maine,"Private, not-for-profit, 2-year",11,0,310,0,285,0,285,0,308,0,288,0,273,0,220,0,242,0,61,0,54,0,54
Maine,"Private, for-profit, 2-year",12,0,"1,925",0,506,0,457,0,464,0,429,0,331,0,301,0,248,0,207,0,0,0,0
Maryland,Overall,1,"360,009","374,938","365,005","377,882","361,152","373,496","351,764","362,623","355,633","364,923","354,973","363,652","358,060","366,198","356,792","365,191","354,974","362,279","348,606","356,227","348,606","356,227"
Maryland,All 4-year Institutions,2,"212,633","223,350","216,405","226,227","216,138","225,798","212,921","221,095","221,896","228,752","225,378","231,548","233,624","239,723","237,673","243,663","239,227","245,242","235,307","241,428","235,307","241,428"
Maryland,All 2-year Institutions,3,"147,376","151,588","148,600","151,655","145,014","147,698","138,843","141,528","133,737","136,171","129,595","132,104","124,436","126,475","119,119","121,528","115,747","117,037","113,299","114,799","113,299","114,799"
Maryland,All Public Institutions,4,"309,779","314,382","314,383","318,959","310,503","315,039","301,565","306,091","305,156","309,667","303,554","308,079","305,750","310,278","303,640","308,135","301,465","305,977","294,789","299,327","294,789","299,327"
Maryland,"All Private, not-for-profit Institutions",5,"50,230","54,894","50,622","54,849","50,649","54,840","50,199","53,847","50,477","52,822","51,419","53,064","52,310","53,881","53,152","54,647","53,509","55,012","53,817","55,400","53,817","55,400"
Maryland,"All Private, for-profit Institutions",6,0,"5,662",0,"4,074",0,"3,617",0,"2,685",0,"2,434",0,"2,509",0,"2,039",0,"2,409",0,"1,290",0,"1,500",0,"1,500"
Maryland,"Public, 4-year",7,"162,403","167,006","165,783","170,359","165,489","170,025","162,722","167,248","171,419","175,930","173,959","178,484","181,314","185,842","184,521","189,016","185,718","190,230","181,490","186,028","181,490","186,028"
Maryland,"Private, not-for-profit, 4-year",8,"50,230","54,894","50,622","54,849","50,649","54,840","50,199","53,847","50,477","52,822","51,419","53,064","52,310","53,881","53,152","54,647","53,509","55,012","53,817","55,400","53,817","55,400"
Maryland,"Private, for-profit, 4-year",9,0,"1,450",0,"1,019",0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland,"Public, 2-year",10,"147,376","147,376","148,600","148,600","145,014","145,014","138,843","138,843","133,737","133,737","129,595","129,595","124,436","124,436","119,119","119,119","115,747","115,747","113,299","113,299","113,299","113,299"
Maryland,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryland,"Private, for-profit, 2-year",12,0,"4,212",0,"3,055",0,"2,684",0,"2,685",0,"2,434",0,"2,509",0,"2,039",0,"2,409",0,"1,290",0,"1,500",0,"1,500"
Massachusetts,Overall,1,"492,393","506,881","493,775","507,193","500,379","514,524","501,632","512,429","500,579","509,438","501,026","509,258","498,428","505,438","494,383","503,269","492,555","499,525","486,720","492,242","486,720","492,242"
Massachusetts,All 4-year Institutions,2,"387,154","398,428","388,347","398,810","394,811","407,028","396,967","406,086","398,713","406,031","403,352","411,007","404,824","411,270","405,671","414,339","408,023","414,860","406,643","412,065","406,643","412,065"
Massachusetts,All 2-year Institutions,3,"105,239","108,453","105,428","108,383","105,568","107,496","104,665","106,343","101,866","103,407","97,674","98,251","93,604","94,168","88,712","88,930","84,532","84,665","80,077","80,177","80,077","80,177"
Massachusetts,All Public Institutions,4,"223,335","224,493","225,816","227,005","227,018","228,178","227,094","228,255","225,055","226,158","221,164","222,243","217,357","218,465","212,294","213,389","206,582","207,767","201,559","202,793","201,559","202,793"
Massachusetts,"All Private, not-for-profit Institutions",5,"267,843","276,163","266,734","274,194","271,640","281,119","273,334","280,130","274,416","280,045","278,793","283,949","279,051","284,295","280,197","287,770","284,036","289,688","284,552","288,740","284,552","288,740"
Massachusetts,"All Private, for-profit Institutions",6,"1,215","6,225","1,225","5,994","1,721","5,227","1,204","4,044","1,108","3,235","1,069","3,066","2,020","2,678","1,892","2,110","1,937","2,070",609,709,609,709
Massachusetts,"Public, 4-year",7,"118,384","119,542","120,699","121,888","121,724","122,884","122,731","123,892","123,472","124,575","124,669","125,748","124,875","125,983","124,675","125,770","123,262","124,447","122,532","123,766","122,532","123,766"
Massachusetts,"Private, not-for-profit, 4-year",8,"267,555","275,042","266,423","273,088","271,366","280,160","273,032","279,066","274,133","278,952","277,614","282,770","277,929","283,173","279,104","286,677","282,824","288,476","283,502","287,690","283,502","287,690"
Massachusetts,"Private, for-profit, 4-year",9,"1,215","3,844","1,225","3,834","1,721","3,984","1,204","3,128","1,108","2,504","1,069","2,489","2,020","2,114","1,892","1,892","1,937","1,937",609,609,609,609
Massachusetts,"Public, 2-year",10,"104,951","104,951","105,117","105,117","105,294","105,294","104,363","104,363","101,583","101,583","96,495","96,495","92,482","92,482","87,619","87,619","83,320","83,320","79,027","79,027","79,027","79,027"
Massachusetts,"Private, not-for-profit, 2-year",11,288,"1,121",311,"1,106",274,959,302,"1,064",283,"1,093","1,179","1,179","1,122","1,122","1,093","1,093","1,212","1,212","1,050","1,050","1,050","1,050"
Massachusetts,"Private, for-profit, 2-year",12,0,"2,381",0,"2,160",0,"1,243",0,916,0,731,0,577,0,564,0,218,0,133,0,100,0,100
Michigan,Overall,1,"682,938","691,701","670,124","680,134","649,877","659,209","630,488","640,177","609,929","616,759","590,675","596,955","576,683","581,632","552,342","556,524","536,084","539,548","519,273","523,981","519,273","523,981"
Michigan,All 4-year Institutions,2,"422,988","429,510","419,725","427,171","412,513","420,160","408,956","416,507","410,514","415,518","412,922","418,056","418,789","422,513","401,357","404,396","392,210","394,426","379,255","382,234","379,255","382,234"
Michigan,All 2-year Institutions,3,"259,950","262,191","250,399","252,963","237,364","239,049","221,532","223,670","199,415","201,241","177,753","178,899","157,894","159,119","150,985","152,128","143,874","145,122","140,018","141,747","140,018","141,747"
Michigan,All Public Institutions,4,"561,684","562,444","553,953","554,741","539,493","540,242","526,986","527,740","513,927","514,712","502,063","502,281","492,668","492,772","478,735","478,735","466,806","466,806","454,948","454,948","454,948","454,948"
Michigan,"All Private, not-for-profit Institutions",5,"121,254","125,807","116,171","121,657","110,384","116,240","103,502","109,547","96,002","99,407","88,612","92,335","84,015","86,551","73,607","75,683","69,278","71,434","64,325","67,304","64,325","67,304"
Michigan,"All Private, for-profit Institutions",6,0,"3,450",0,"3,736",0,"2,727",0,"2,890",0,"2,640",0,"2,339",0,"2,309",0,"2,106",0,"1,308",0,"1,729",0,"1,729"
Michigan,"Public, 4-year",7,"301,734","301,734","303,554","303,554","302,129","302,129","305,454","305,454","314,512","314,512","324,310","324,310","335,074","335,074","327,750","327,750","322,932","322,932","314,930","314,930","314,930","314,930"
Michigan,"Private, not-for-profit, 4-year",8,"121,254","125,807","116,171","121,596","110,384","116,160","103,502","109,547","96,002","99,407","88,612","92,335","83,715","86,251","73,607","75,683","69,278","71,434","64,325","67,304","64,325","67,304"
Michigan,"Private, for-profit, 4-year",9,0,"1,969",0,"2,021",0,"1,871",0,"1,506",0,"1,599",0,"1,411",0,"1,188",0,963,0,60,0,0,0,0
Michigan,"Public, 2-year",10,"259,950","260,710","250,399","251,187","237,364","238,113","221,532","222,286","199,415","200,200","177,753","177,971","157,594","157,698","150,985","150,985","143,874","143,874","140,018","140,018","140,018","140,018"
Michigan,"Private, not-for-profit, 2-year",11,0,0,0,61,0,80,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,0
Michigan,"Private, for-profit, 2-year",12,0,"1,481",0,"1,715",0,856,0,"1,384",0,"1,041",0,928,0,"1,121",0,"1,143",0,"1,248",0,"1,729",0,"1,729"
Minnesota,Overall,1,"445,435","466,628","439,756","459,136","450,675","461,749","443,248","451,824","437,208","443,761","432,687","438,215","428,934","433,755","420,552","424,200","418,795","420,817","413,377","415,139","413,377","415,139"
Minnesota,All 4-year Institutions,2,"307,429","326,026","304,228","321,587","315,579","325,545","312,958","320,612","311,907","317,863","310,023","314,939","309,422","313,493","303,467","306,574","302,520","304,068","298,931","300,469","298,931","300,469"
Minnesota,All 2-year Institutions,3,"138,006","140,602","135,528","137,549","135,096","136,204","130,290","131,212","125,301","125,898","122,664","123,276","119,512","120,262","117,085","117,626","116,275","116,749","114,446","114,670","114,446","114,670"
Minnesota,All Public Institutions,4,"275,941","276,176","274,192","274,192","271,952","272,290","266,092","266,440","259,398","259,695","255,839","256,187","252,952","253,238","249,204","249,385","245,021","245,164","241,622","241,752","241,622","241,752"
Minnesota,"All Private, not-for-profit Institutions",5,"70,917","73,779","69,599","72,399","69,006","71,701","69,086","71,517","69,545","71,086","69,587","70,842","69,324","70,516","69,231","70,455","69,605","70,913","68,627","69,788","68,627","69,788"
Minnesota,"All Private, for-profit Institutions",6,"98,577","116,673","95,965","112,545","109,717","117,758","108,070","113,867","108,265","112,980","107,261","111,186","106,658","110,001","102,117","104,360","104,169","104,740","103,128","103,599","103,128","103,599"
Minnesota,"Public, 4-year",7,"137,935","137,935","139,037","139,037","137,156","137,156","136,044","136,044","134,340","134,340","133,175","133,175","133,440","133,440","132,119","132,119","128,746","128,746","127,297","127,297","127,297","127,297"
Minnesota,"Private, not-for-profit, 4-year",8,"70,917","73,658","69,599","72,311","69,006","71,614","69,086","71,457","69,545","71,017","69,587","70,774","69,324","70,439","69,231","70,365","69,605","70,807","68,506","69,667","68,506","69,667"
Minnesota,"Private, for-profit, 4-year",9,"98,577","114,433","95,592","110,239","109,417","116,775","107,828","113,111","108,022","112,506","107,261","110,990","106,658","109,614","102,117","104,090","104,169","104,515","103,128","103,505","103,128","103,505"
Minnesota,"Public, 2-year",10,"138,006","138,241","135,155","135,155","134,796","135,134","130,048","130,396","125,058","125,355","122,664","123,012","119,512","119,798","117,085","117,266","116,275","116,418","114,325","114,455","114,325","114,455"
Minnesota,"Private, not-for-profit, 2-year",11,0,121,0,88,0,87,0,60,0,69,0,68,0,77,0,90,0,106,121,121,121,121
Minnesota,"Private, for-profit, 2-year",12,0,"2,240",373,"2,306",300,983,242,756,243,474,0,196,0,387,0,270,0,225,0,94,0,94
Mississippi,Overall,1,"167,650","176,598","171,805","177,647","170,769","175,374","170,880","172,214","168,379","169,393","170,030","171,068","170,934","171,881","169,781","170,692","168,020","168,852","165,802","166,344","165,802","166,344"
Mississippi,All 4-year Institutions,2,"91,095","92,276","94,403","95,497","96,328","96,488","95,672","95,754","95,395","95,488","97,122","97,252","99,739","99,867","98,192","98,306","95,995","96,134","94,670","94,870","94,670","94,870"
Mississippi,All 2-year Institutions,3,"76,555","84,322","77,402","82,150","74,441","78,886","75,208","76,460","72,984","73,905","72,908","73,816","71,195","72,014","71,589","72,386","72,025","72,718","71,132","71,474","71,132","71,474"
Mississippi,All Public Institutions,4,"153,433","159,695","157,328","160,611","154,876","157,995","154,916","154,916","152,096","152,096","153,300","153,300","153,205","153,205","152,319","152,319","150,583","150,583","148,360","148,360","148,360","148,360"
Mississippi,"All Private, not-for-profit Institutions",5,"14,217","15,398","14,477","15,571","15,893","16,053","15,964","16,046","16,283","16,376","16,730","16,860","17,729","17,857","17,462","17,576","17,437","17,576","17,442","17,642","17,442","17,642"
Mississippi,"All Private, for-profit Institutions",6,0,"1,505",0,"1,465",0,"1,326",0,"1,252",0,921,0,908,0,819,0,797,0,693,0,342,0,342
Mississippi,"Public, 4-year",7,"76,878","76,878","79,926","79,926","80,435","80,435","79,708","79,708","79,112","79,112","80,392","80,392","82,010","82,010","80,730","80,730","78,558","78,558","77,228","77,228","77,228","77,228"
Mississippi,"Private, not-for-profit, 4-year",8,"14,217","15,398","14,477","15,571","15,893","16,053","15,964","16,046","16,283","16,376","16,730","16,860","17,729","17,857","17,462","17,576","17,437","17,576","17,442","17,642","17,442","17,642"
Mississippi,"Private, for-profit, 4-year",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mississippi,"Public, 2-year",10,"76,555","82,817","77,402","80,685","74,441","77,560","75,208","75,208","72,984","72,984","72,908","72,908","71,195","71,195","71,589","71,589","72,025","72,025","71,132","71,132","71,132","71,132"
Mississippi,"Private, not-for-profit, 2-year",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mississippi,"Private, for-profit, 2-year",12,0,"1,505",0,"1,465",0,"1,326",0,"1,252",0,921,0,908,0,819,0,797,0,693,0,342,0,342
Missouri,Overall,1,"394,431","430,607","401,556","444,526","401,018","437,407","398,241","434,860","394,281","416,785","387,894","407,247","382,492","400,007","367,013","382,235","361,146","373,500","348,784","362,304","351,193","362,304"
Missouri,All 4-year Institutions,2,"283,886","306,645","288,964","320,459","292,115","320,187","293,097","322,378","294,924","310,305","294,684","306,135","293,003","303,669","281,437","292,108","276,949","286,568","267,908","278,320","270,317","278,320"
Missouri,All 2-year Institutions,3,"110,545","123,962","112,592","124,067","108,903","117,220","105,144","112,482","99,357","106,480","93,210","101,112","89,489","96,338","85,576","90,127","84,197","86,932","80,876","83,984","80,876","83,984"
Missouri,All Public Institutions,4,"254,943","256,119","259,417","260,585","256,218","257,430","253,356","254,650","251,721","252,980","247,242","248,516","243,697","244,924","234,284","235,540","230,291","231,762","224,286","226,010","224,286","226,010"
Missouri,"All Private, not-for-profit Institutions",5,"139,488","153,824","140,670","154,623","143,452","154,225","143,620","152,218","141,608","149,771","140,267","147,328","138,398","146,454","132,423","139,898","130,492","138,418","124,118","133,034","126,527","133,034"
Missouri,"All Private, for-profit Institutions",6,0,"20,664","1,469","29,318","1,348","25,752","1,265","27,992",952,"14,034",385,"11,403",397,"8,629",306,"6,797",363,"3,320",380,"3,260",380,"3,260"
Missouri,"Public, 4-year",7,"144,591","144,591","147,011","147,011","148,382","148,382","149,285","149,285","153,377","153,377","154,819","154,819","154,208","154,208","148,708","148,708","146,094","146,094","143,410","143,410","143,410","143,410"
Missouri,"Private, not-for-profit, 4-year",8,"139,295","152,163","140,484","153,402","142,385","153,018","142,547","151,006","140,595","148,633","139,480","146,435","138,398","145,600","132,423","139,725","130,492","138,235","124,118","132,850","126,527","132,850"
Missouri,"Private, for-profit, 4-year",9,0,"9,891","1,469","20,046","1,348","18,787","1,265","22,087",952,"8,295",385,"4,881",397,"3,861",306,"3,675",363,"2,239",380,"2,060",380,"2,060"
Missouri,"Public, 2-year",10,"110,352","111,528","112,406","113,574","107,836","109,048","104,071","105,365","98,344","99,603","92,423","93,697","89,489","90,716","85,576","86,832","84,197","85,668","80,876","82,600","80,876","82,600"
Missouri,"Private, not-for-profit, 2-year",11,193,"1,661",186,"1,221","1,067","1,207","1,073","1,212","1,013","1,138",787,893,0,854,0,173,0,183,0,184,0,184
Missouri,"Private, for-profit, 2-year",12,0,"10,773",0,"9,272",0,"6,965",0,"5,905",0,"5,739",0,"6,522",0,"4,768",0,"3,122",0,"1,081",0,"1,200",0,"1,200"
Montana,Overall,1,"49,840","53,312","50,634","54,042","50,095","53,254","50,009","52,777","49,038","51,942","48,026","50,798","48,128","50,916","48,438","50,642","47,844","49,363","46,793","48,066","47,483","48,066"
Montana,All 4-year Institutions,2,"40,920","42,078","42,897","44,009","42,699","43,605","42,781","43,621","41,956","42,815","41,110","41,894","41,221","42,080","40,981","42,344","40,347","41,067","39,287","39,977","39,977","39,977"
Montana,All 2-year Institutions,3,"8,920","11,234","7,737","10,033","7,396","9,649","7,228","9,156","7,082","9,127","6,916","8,904","6,907","8,836","7,457","8,298","7,497","8,296","7,506","8,089","7,506","8,089"
Montana,All Public Institutions,4,"46,420","48,261","47,080","48,912","46,487","48,333","46,373","47,851","45,474","47,024","44,388","45,934","44,791","46,260","45,019","46,002","44,474","44,925","43,564","44,416","44,254","44,416"
Montana,"All Private, not-for-profit Institutions",5,"3,420","5,051","3,554","5,130","3,608","4,921","3,636","4,926","3,564","4,918","3,638","4,864","3,337","4,621","3,419","4,603","3,370","4,395","3,229","3,595","3,229","3,595"
Montana,"All Private, for-profit Institutions",6,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,37,0,43,0,55,0,55
Montana,"Public, 4-year",7,"37,500","37,500","39,343","39,343","39,091","39,091","39,145","39,145","38,392","38,392","37,472","37,472","37,884","37,884","37,562","38,116","36,977","36,977","36,058","36,748","36,748","36,748"
Montana,"Private, not-for-profit, 4-year",8,"3,420","4,578","3,554","4,666","3,608","4,514","3,636","4,476","3,564","4,423","3,638","4,422","3,337","4,196","3,419","4,228","3,370","4,090","3,229","3,229","3,229","3,229"
Montana,"Private, for-profit, 4-year",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,"Public, 2-year",10,"8,920","10,761","7,737","9,569","7,396","9,242","7,228","8,706","7,082","8,632","6,916","8,462","6,907","8,376","7,457","7,886","7,497","7,948","7,506","7,668","7,506","7,668"
Montana,"Private, not-for-profit, 2-year",11,0,473,0,464,0,407,0,450,0,495,0,442,0,425,0,375,0,305,0,366,0,366
Montana,"Private, for-profit, 2-year",12,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,37,0,43,0,55,0,55
Nebraska,Overall,1,"139,934","143,874","138,907","141,882","136,025","138,762","134,308","135,987","132,715","133,971","133,568","134,495","134,472","134,877","134,245","134,947","133,989","134,184","135,274","135,398","135,274","135,398"
